Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
222569;98896;Luzula campestris;knippfryle;Art;26736;Jordbrukslandskap (J) - Stor betydelse;LC;
222573;98902;Luzula multiflora;ängsfryle;Art;43541;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;LC;
1002;98907;Luzula nivalis;snöfryle;Art;279;Fjäll (F) - Stor betydelse;NT;B2a
222579;98914;Luzula sudetica;svartfryle;Art;5407;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;LC;
1005;98916;Luzula sylvatica;storfryle;Art;600;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;D2
222581;98917;Luzula wahlenbergii;fjällfryle;Art;777;Fjäll (F) - Stor betydelse;LC;
222738;98928;Blysmus compressus;plattsäv;Art;4209;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;A2bc
222237;98929;Blysmus rufus;rödsäv;Art;3004;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;VU;A2bc
222277;98940;Carex appropinquata;tagelstarr;Art;4925;Våtmark (V) - Stor betydelse;LC;
256;98947;Carex atherodes;finnstarr;Art;105;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;D2
222283;98950;Carex atrofusca;svedstarr;Art;1467;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
258;98952;Carex bicolor;brokstarr;Art;625;Fjäll (F) - Stor betydelse;EN;B2ab(ii,iii,iv,v)
224589;98966;Carex buxbaumii subsp. buxbaumii;vanlig klubbstarr;Underart;1645;Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse;LC;
224591;98967;Carex buxbaumii subsp. mutica;fjällklubbstarr;Underart;1299;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222293;98971;Carex capillaris;hårstarr;Art;5493;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
222294;98974;Carex capitata;huvudstarr;Art;1668;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222295;98976;Carex caryophyllea;vårstarr;Art;13560;Jordbrukslandskap (J) - Stor betydelse;NT;A2b
222297;98979;Carex chordorrhiza;strängstarr;Art;15710;Våtmark (V) - Stor betydelse;LC;
222299;98987;Carex diandra;trindstarr;Art;7513;Våtmark (V) - Stor betydelse;LC;
222301;98991;Carex dioica;nålstarr;Art;17313;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
222302;98993;Carex disperma;spädstarr;Art;3323;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222306;98998;Carex echinata;stjärnstarr;Art;30392;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222308;99002;Carex elongata;rankstarr;Art;13243;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222311;99007;Carex flacca;slankstarr;Art;14374;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222312;99008;Carex flava;knagglestarr;Art;22915;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;LC;
222316;99016;Carex globularis;klotstarr;Art;14977;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
259;99020;Carex hartmaniorum;hartmansstarr;Art;3991;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(iii,v)
260;99021;Carex heleonastes;myrstarr;Art;1555;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;B2ab(i,ii,iii,v)
261;99023;Carex holostoma;kolstarr;Art;300;Fjäll (F) - Stor betydelse;NT;"B1a+2a; D2"
222322;99024;Carex hostiana;ängsstarr;Art;13567;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;A2bc+4abc
222326;99031;Carex lasiocarpa;trådstarr;Art;34122;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222327;99032;Carex laxa;slakstarr;Art;446;Våtmark (V) - Stor betydelse;LC;
222328;99033;Carex lepidocarpa;näbbstarr/jämtstarr;Art;6321;Våtmark (V) - Stor betydelse;LC;
224653;99034;Carex lepidocarpa subsp. jemtlandica;jämtstarr;Underart;1141;Våtmark (V) - Stor betydelse;NE;
222330;99039;Carex limosa;dystarr;Art;23944;Våtmark (V) - Stor betydelse;LC;
222331;99041;Carex livida;vitstarr;Art;6594;Våtmark (V) - Stor betydelse;LC;
222332;99042;Carex loliacea;repestarr;Art;6846;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222335;99046;Carex magellanica;sumpstarr;Art;16305;Våtmark (V) - Stor betydelse;LC;
263;99050;Carex maritima;bågstarr;Art;761;Havsstrand (H) - Stor betydelse, Fjäll (F) - Har betydelse, Urban miljö (U) - Har betydelse;VU;"A2b; B2ab(ii,iii,v)"
222337;99054;Carex microglochin;borststarr;Art;584;Våtmark (V) - Stor betydelse;LC;
222338;99055;Carex montana;lundstarr;Art;11400;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;LC;
221025;99059;Carex myosuroides;enaxig sävstarr;Art;494;Fjäll (F) - Stor betydelse;LC;
222382;99073;Carex oederi;ärtstarr;Art;18064;Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
257;99074;Carex oederi var. bergrothii;ävjestarr;Varietet;342;Våtmark (V) - Stor betydelse;NE;
224693;99076;Carex oederi var. pulchella;liten ärtstarr;Varietet;2978;Havsstrand (H) - Stor betydelse, Våtmark (V) - Har betydelse;NE;
222344;99077;Carex ornithopoda;fågelstarr;Art;3105;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;LC;
222351;99083;Carex pallescens;blekstarr;Art;30905;Jordbrukslandskap (J) - Stor betydelse;LC;
222352;99085;Carex panicea;hirsstarr;Art;41325;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222354;99088;Carex parallela;lappstarr;Art;679;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222355;99089;Carex pauciflora;taggstarr;Art;19962;Våtmark (V) - Stor betydelse;LC;
222358;99096;Carex pilulifera;pillerstarr;Art;21602;Jordbrukslandskap (J) - Stor betydelse;LC;
222361;99100;Carex pulicaris;loppstarr;Art;11068;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse;NT;A2bc
222363;99103;Carex rariflora;myggstarr;Art;956;Våtmark (V) - Stor betydelse;LC;
222364;99104;Carex remota;skärmstarr;Art;11343;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
269;99105;Carex rhynchophysa;älvstarr;Art;693;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse, Sötvatten (L) - Har betydelse;NT;B2a
222370;99113;Carex rupestris;klippstarr;Art;1034;Fjäll (F) - Stor betydelse;LC;
222371;99116;Carex saxatilis;glansstarr;Art;1627;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222548;99120;Carex simpliciuscula;fleraxig sävstarr;Art;286;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
221527;99329;Eleocharis acicularis;nålsäv;Art;9950;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;LC;
222432;99333;Eleocharis multicaulis;dysäv;Art;1562;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222435;99342;Eleocharis quinqueflora;tagelsäv;Art;5975;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
222466;99361;Eriophorum gracile;kärrull;Art;4053;Våtmark (V) - Stor betydelse;LC;
222467;99362;Eriophorum latifolium;gräsull;Art;11933;Våtmark (V) - Stor betydelse;LC;
222468;99364;Eriophorum russeolum;rostull;Art;1385;Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
222470;99370;Eriophorum vaginatum;tuvull;Art;47526;Våtmark (V) - Stor betydelse;LC;
222653;99382;Rhynchospora alba;vitag;Art;13876;Våtmark (V) - Stor betydelse;LC;
222654;99383;Rhynchospora fusca;brunag;Art;3780;Våtmark (V) - Stor betydelse;NT;A2b
222662;99390;Schoenus ferrugineus;axag;Art;8058;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
222663;99391;Schoenus nigricans;knappag;Art;2752;Våtmark (V) - Stor betydelse;LC;
222702;99400;Trichophorum alpinum;snip;Art;18810;Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse;LC;
222703;99401;Trichophorum cespitosum;tuvsäv;Art;22832;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
224858;99403;Trichophorum cespitosum subsp. germanicum;hedsäv;Underart;1226;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
16;99462;Aira caryophyllea;vittåtel;Art;3198;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,iv)
222203;99466;Aira praecox;vårtåtel;Art;6182;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
219926;99488;Ammophila arenaria;sandrör;Art;3020;Havsstrand (H) - Stor betydelse;LC;
219764;99504;Anthoxanthum nipponicum;nordvårbrodd;Art;3550;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;LC;
222220;99505;Anthoxanthum odoratum;sydvårbrodd;Art;50455;Jordbrukslandskap (J) - Stor betydelse;LC;
1856;99511;Apera interrupta;alvarkösa;Art;529;Jordbrukslandskap (J) - Stor betydelse;NT;"B2a; D1"
83;99516;Arctophila fulva;hänggräs;Art;759;Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); D2"
224542;99518;Arctophila fulva var. pendulina;älvhänggräs;Varietet;22;Havsstrand (H) - Stor betydelse, Sötvatten (L) - Har betydelse, Våtmark (V) - Har betydelse;NE;
222416;99543;Avenella flexuosa;kruståtel;Art;94511;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Fjäll (F) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
222242;99563;Briza media;darrgräs;Art;37216;Jordbrukslandskap (J) - Stor betydelse;LC;
174;99566;Bromopsis benekenii;strävlosta;Art;4861;Skog (S) - Stor betydelse;LC;
222255;99581;Bromus hordeaceus;luddlosta;Art;20021;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
177;99593;Bromus racemosus;ängslosta;Art;640;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(iii,iv)c(iv)+2ab(iii,iv)c(iv)
2082;99606;Calamagrostis chalybaea;skogsrör;Art;1967;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
222270;99607;Calamagrostis epigejos;bergrör;Art;21960;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
345;99654;Cinna latifolia;sötgräs;Art;1922;Skog (S) - Stor betydelse;NT;B2b(iii,v)
221399;99663;Corynephorus canescens;borsttåtel;Art;3511;Jordbrukslandskap (J) - Stor betydelse;LC;
219796;99682;Danthonia decumbens;knägräs;Art;31215;Jordbrukslandskap (J) - Stor betydelse;LC;
222414;99688;Deschampsia bottnica;gultåtel;Art;3242;Havsstrand (H) - Stor betydelse, Brackvatten (B) - Har betydelse;LC;
643;99711;Drymochloa sylvatica;skogssvingel;Art;2889;Skog (S) - Stor betydelse;NT;B2ab(iii,v)
224730;99766;Elytrigia juncea subsp. boreoatlantica;strandkvickrot;Underart;106;Havsstrand (H) - Stor betydelse;NE;
1883;99821;Festuca polesica;sandsvingel;Art;1236;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;LC;
224753;99828;Festuca rubra subsp. oelandica;bågsvingel;Underart;861;Jordbrukslandskap (J) - Stor betydelse;NE;
220178;99859;Helictochloa pratensis;ängshavre;Art;25691;Jordbrukslandskap (J) - Stor betydelse;LC;
220202;99863;Hierochloë alpina;fjällmyskgräs;Art;362;Fjäll (F) - Stor betydelse;LC;
783;99879;Hordelymus europaeus;skogskorn;Art;3388;Skog (S) - Stor betydelse;VU;B2ab(iii,v)
784;99896;Hordeum secalinum;ängskorn;Art;390;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;EN;B1ab(ii,iii,v)c(iv)+2ab(ii,iii,v)c(iv)
1888;99907;Koeleria glauca;tofsäxing;Art;2590;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"A2b; B2ab(iii,v)"
904;99908;Koeleria grandis;stor tofsäxing;Art;189;Jordbrukslandskap (J) - Stor betydelse;CR;"B1ab(v)+2ab(v); C2a(i,ii); D"
903;99909;Koeleria macrantha;fin tofsäxing;Art;100;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
222584;99942;Melica nutans;bergsslok;Art;42212;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
222586;99945;Melica uniflora;lundslok;Art;5865;Skog (S) - Stor betydelse;LC;
219851;99951;Milium effusum;hässlebrodd;Art;20494;Skog (S) - Stor betydelse;LC;
219861;99964;Nardus stricta;stagg;Art;37633;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;LC;
1160;99985;Parapholis strigosa;ormax;Art;366;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;VU;B1ab(ii,iv,v)c(iv)+2ab(ii,iv,v)c(iv)
220995;100003;Phippsia algida;lappsnögräs;Art;456;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(i,ii,iii,iv,v)
1207;100004;Phippsia concinna;dovresnögräs;Art;161;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;B1ab(ii,iii)+2ab(ii,iii)
222614;100007;Phleum alpinum;fjälltimotej;Art;6190;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
1900;100008;Phleum arenarium;sandtimotej;Art;2424;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv,v)c(iv)
219709;100033;Poa alpina;fjällgröe;Art;7586;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
222626;100044;Poa bulbosa;knölgröe;Art;2482;Jordbrukslandskap (J) - Stor betydelse;LC;
222629;100050;Poa glauca;blågröe;Art;1522;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
224825;100063;Poa pratensis subsp. alpigena;nordgröe;Underart;1783;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;LC;
1256;100069;Poa remota;storgröe;Art;3501;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B2ab(iii,v)
222644;100099;Puccinellia capillaris;kustsaltgräs;Art;4244;Havsstrand (H) - Stor betydelse;LC;
222648;100108;Puccinellia maritima;revigt saltgräs;Art;2401;Havsstrand (H) - Stor betydelse;LC;
222670;100162;Sesleria uliginosa;älväxing;Art;7355;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
1537;100197;Stipa pennata;fjädergräs;Art;451;Jordbrukslandskap (J) - Stor betydelse;CR;B1ab(v)
222708;100212;Trisetum spicatum;fjällhavre;Art;1220;Fjäll (F) - Stor betydelse;LC;
1605;100215;Trisetum subalpestre;venhavre;Art;295;Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;B2a
222717;100229;Vahlodea atropurpurea;lapptåtel;Art;896;Fjäll (F) - Stor betydelse;LC;
222389;100273;Ceratophyllum demersum;hornsärv;Art;17395;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse;LC;
302;100274;Ceratophyllum submersum;vårtsärv;Art;654;Sötvatten (L) - Stor betydelse;LC;
222815;100292;Corydalis cava;hålnunneört;Art;2718;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
475;100293;Corydalis gotlandica;gotländsk nunneört;Art;707;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;D2
222817;100294;Corydalis intermedia;smånunneört;Art;8569;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
712;100333;Glaucium flavum;strandvallmo;Art;962;Havsstrand (H) - Stor betydelse;VU;"B1ab(iii,v)+2ab(iii,v); C2a(i)"
1158;100374;Papaver radicatum;fjällvallmo;Art;425;Fjäll (F) - Stor betydelse;NT;B2a
1157;100375;Papaver radicatum subsp. laestadianum;laestadiusvallmo;Underart;131;Fjäll (F) - Stor betydelse;VU;D1
224906;100376;Papaver radicatum subsp. radicatum;lappvallmo;Underart;165;Fjäll (F) - Stor betydelse;NT;B2a
224885;100426;Aconitum lycoctonum subsp. septentrionale;nordisk stormhatt;Underart;9766;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
8;100434;Actaea erythrocarpa;röd trolldruva;Art;1124;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,v)
222771;100438;Actaea spicata;svart trolldruva;Art;32001;Skog (S) - Stor betydelse;LC;
9;100443;Adonis vernalis;våradonis;Art;2437;Jordbrukslandskap (J) - Stor betydelse;NT;B2a
222782;100453;Anemone nemorosa;vitsippa;Art;67828;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
222783;100456;Anemone ranunculoides;gulsippa;Art;10323;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
1365;100504;Coptidium lapponicum;lappranunkel;Art;6058;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
1362;100520;Halerpestes cymbalaria;bohusranunkel;Art;191;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;EN;B1ab(i,iii,v)+2ab(i,iii,v)
222498;100531;Hepatica nobilis;blåsippa;Art;88366;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
1332;100546;Pulsatilla patens;nipsippa;Art;2579;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(iii,v)
222884;100547;Pulsatilla pratensis;fältsippa;Art;5525;Jordbrukslandskap (J) - Stor betydelse;LC;
1853;100548;Pulsatilla vernalis;mosippa;Art;16460;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;A2ac
222886;100549;Pulsatilla vulgaris;backsippa;Art;31240;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;A2b
1333;100550;Pulsatilla vulgaris subsp. gotlandica;gotlandssippa;Underart;689;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D2
224913;100551;Pulsatilla vulgaris subsp. vulgaris;vanlig backsippa;Underart;19166;Jordbrukslandskap (J) - Stor betydelse;VU;A2bc+4b
1360;100561;Ranunculus acris subsp. friesianus;parksmörblomma;Underart;143;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NA;
224928;100902;Ranunculus baudotii;vitstjälksmöja;Art;4993;Brackvatten (B) - Stor betydelse, Sötvatten (L) - Stor betydelse;LC;
222891;100903;Ranunculus bulbosus;knölsmörblomma;Art;14359;Jordbrukslandskap (J) - Stor betydelse;LC;
222893;100907;Ranunculus circinatus;hjulmöja;Art;4375;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse;LC;
222894;100908;Ranunculus confervoides;hårmöja;Art;1802;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse;LC;
1363;100913;Ranunculus fluitans;jättemöja;Art;640;Sötvatten (L) - Stor betydelse;VU;D2
1364;100915;Ranunculus hederaceus;murgrönsmöja;Art;642;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B1a+2a
232280;100916;Ranunculus hyperboreus;jordranunkel;Art;599;Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
1911;100919;Ranunculus illyricus;ullranunkel;Art;1577;Jordbrukslandskap (J) - Stor betydelse;LC;
222905;100923;Ranunculus lingua;sjöranunkel;Art;4997;Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;LC;
1366;100933;Ranunculus ophioglossifolius;gotlandsranunkel;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;"B1ac(iv); D"
222911;100937;Ranunculus peltatus agg.;sköldmöja (aggregat);Kollektivtaxon;11134;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse;NA;
222913;100943;Ranunculus platanifolius;vitsippsranunkel;Art;618;Skog (S) - Stor betydelse, Fjäll (F) - Har betydelse;LC;
222918;100953;Ranunculus reptans;strandranunkel;Art;10994;Sötvatten (L) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;LC;
1368;100964;Ranunculus sulphureus;polarsmörblomma;Art;97;Fjäll (F) - Stor betydelse;VU;D1+2
222924;100983;Thalictrum alpinum;fjällruta;Art;4417;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;LC;
222927;100986;Thalictrum flavum;ängsruta;Art;12155;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
224937;100996;Thalictrum simplex subsp. boreale;nordruta;Underart;681;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NE;
222931;101006;Trollius europaeus;smörbollar;Art;20970;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;LC;
223366;101062;Ribes nigrum;svarta vinbär;Art;15165;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
223370;101070;Ribes spicatum;skogsvinbär;Art;5213;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
225188;101074;Ribes spicatum subsp. spicatum;vanliga skogsvinbär;Underart;1175;Skog (S) - Stor betydelse;LC;
220075;101096;Chrysosplenium alternifolium;gullpudra;Art;20300;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
1870;101097;Chrysosplenium oppositifolium;kustgullpudra;Art;77;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;D2
223335;101098;Chrysosplenium tetrandrum;polargullpudra;Art;205;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2a
223377;101121;Saxifraga adscendens;klippbräcka;Art;839;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
223378;101124;Saxifraga aizoides;gullbräcka;Art;2888;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
1447;101128;Saxifraga cotyledon;fjällbrud;Art;712;Skog (S) - Stor betydelse, Fjäll (F) - Har betydelse;NT;B2a
223383;101132;Saxifraga granulata;mandelblomma;Art;25192;Jordbrukslandskap (J) - Stor betydelse;LC;
1448;101133;Saxifraga hirculus;myrbräcka;Art;2057;Våtmark (V) - Stor betydelse;NT;B2ab(ii,iii,iv)
264446;101134;Saxifraga hirculus subsp. compacta;liten myrbräcka;Underart;0;;NA;
264445;101135;Saxifraga hirculus subsp. hirculus;stor myrbräcka;Underart;0;Våtmark (V) - Stor betydelse;NE;
1449;101143;Saxifraga osloënsis;hällebräcka;Art;7419;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;A2ab
223390;101149;Saxifraga rivularis;snöbräcka;Art;785;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
223395;101154;Saxifraga tridactylites;grusbräcka;Art;6280;Jordbrukslandskap (J) - Stor betydelse;LC;
223407;101194;Petrosedum rupestre;stor fetknopp;Art;6860;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
223397;101210;Sedum acre;gul fetknopp;Art;32471;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
223398;101211;Sedum album;vit fetknopp;Art;14350;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
1477;101212;Sedum anglicum;engelsk fetknopp;Art;1008;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B1a+2a
223400;101213;Sedum annuum;liten fetknopp;Art;10918;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
223408;101222;Sedum sexangulare;kantig fetknopp;Art;4535;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
1478;101225;Sedum villosum;klibbig fetknopp;Art;184;Fjäll (F) - Stor betydelse;NT;"B2a; D1"
220832;101237;Myriophyllum alterniflorum;hårslinga;Art;13434;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse;LC;
223346;101245;Myriophyllum sibiricum;knoppslinga;Art;8141;Brackvatten (B) - Stor betydelse, Sötvatten (L) - Stor betydelse;LC;
223347;101248;Myriophyllum spicatum;axslinga;Art;26189;Brackvatten (B) - Stor betydelse, Sötvatten (L) - Stor betydelse;LC;
223348;101251;Myriophyllum verticillatum;kransslinga;Art;3984;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse;LC;
221165;101304;Astragalus alpinus;fjällvedel;Art;4857;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
114;101307;Astragalus arenarius;sandvedel;Art;704;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(ii,iii,v)+2ab(ii,iii,v)
115;101311;Astragalus danicus;strandvedel;Art;544;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;CR;C2a(i)
221171;101313;Astragalus frigidus;isvedel;Art;1011;Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse;LC;
221173;101316;Astragalus norvegicus;vippvedel;Art;620;Fjäll (F) - Stor betydelse;LC;
116;101317;Astragalus penduliflorus;smällvedel;Art;1534;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,v)
690;101362;Genista anglica;nålginst;Art;831;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B1ab(iii)
691;101363;Genista germanica;tysk ginst;Art;321;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;"C2a(i); D"
692;101364;Genista pilosa;hårginst;Art;3925;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,v)
