Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
220651;104557;Atocion rupestre;bergglim;Art;7465;Jordbrukslandskap (J) - Stor betydelse, Fjäll (F) - Har betydelse, Skog (S) - Har betydelse;LC;
220693;104570;Cerastium diffusum;västkustarv;Art;646;Havsstrand (H) - Stor betydelse;LC;
220696;104579;Cerastium glutinosum;klibbarv;Art;1874;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
220698;104584;Cerastium pumilum;alvararv;Art;2430;Jordbrukslandskap (J) - Stor betydelse;LC;
527;104612;Dianthus arenarius;sandnejlika;Art;3153;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii)
220765;104622;Dianthus deltoides;backnejlika;Art;25173;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
220788;104642;Gypsophila fastigiata;såpört;Art;1771;Jordbrukslandskap (J) - Stor betydelse;LC;
220801;104662;Honckenya peploides;saltarv;Art;5848;Havsstrand (H) - Stor betydelse;LC;
220811;104675;Lychnis flos-cuculi;gökblomster;Art;23535;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
1186;104692;Petrorhagia prolifera;hylsnejlika;Art;2005;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220818;104699;Sabulina rubella;rödnörel;Art;210;Fjäll (F) - Stor betydelse;NT;"B2ab(ii,iii,v); D1"
220900;104709;Sagina maritima;strandnarv;Art;1871;Havsstrand (H) - Stor betydelse;NT;A2b
220903;104713;Sagina nodosa;knutnarv;Art;7541;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220915;104730;Scleranthus perennis;vitknavel;Art;8220;Jordbrukslandskap (J) - Stor betydelse;LC;
220931;104762;Silene latifolia;vitblära;Art;11825;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220941;104783;Silene uniflora;strandglim;Art;8212;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
1938;104784;Silene uniflora subsp. petraea;alvarglim;Underart;1337;Jordbrukslandskap (J) - Stor betydelse;LC;
220943;104789;Silene viscosa;klibbglim;Art;1392;Havsstrand (H) - Stor betydelse;LC;
220946;104807;Spergula morisonii;vårspärgel;Art;8005;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220949;104810;Spergularia marina;saltnarv;Art;5065;Havsstrand (H) - Stor betydelse;LC;
220947;104811;Spergularia media;havsnarv;Art;2047;Havsstrand (H) - Stor betydelse;LC;
220951;104817;Stellaria alsine;källarv;Art;11839;Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;LC;
220952;104818;Stellaria borealis;norrlandsarv;Art;2629;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Sötvatten (L) - Har betydelse;LC;
224069;104821;Stellaria crassifolia var. paludosa;kärrsumparv;Varietet;53;Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;LC;
220956;104825;Stellaria holostea;buskstjärnblomma;Art;7957;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
220961;104833;Stellaria nemorum;lundarv;Art;9945;Skog (S) - Stor betydelse;LC;
224074;104835;Stellaria nemorum subsp. nemorum;nordlundarv;Underart;3371;Skog (S) - Stor betydelse;LC;
220974;104847;Viscaria alpina;fjällnejlika;Art;4094;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;LC;
220975;104851;Viscaria vulgaris;tjärblomster;Art;30257;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
220653;104901;Atriplex calotheca;flikmålla;Art;1101;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220655;104903;Atriplex glabriuscula;broskmålla;Art;954;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220661;104910;Atriplex littoralis;strandmålla;Art;6361;Havsstrand (H) - Stor betydelse;LC;
223907;104912;Atriplex longipes subsp. longipes;skaftmålla;Underart;829;Havsstrand (H) - Stor betydelse;LC;
223909;104913;Atriplex longipes subsp. praecox;brådmålla;Underart;1659;Havsstrand (H) - Stor betydelse;LC;
220668;104919;Atriplex prostrata;spjutmålla;Art;11091;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220681;104952;Beta vulgaris;beta;Art;2789;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Stor betydelse;NA;
753;105031;Halimione pedunculata;saltmålla;Art;1755;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
220908;105052;Salicornia europaea;glasört;Art;2725;Havsstrand (H) - Stor betydelse;NT;"A3e; B2ab(ii,iii,iv,v)"
220909;105060;Salsola kali;sodaört;Art;2816;Havsstrand (H) - Stor betydelse;LC;
220966;105073;Suaeda maritima;saltört;Art;2267;Havsstrand (H) - Stor betydelse;NT;"A3e; B2ab(ii,iii,iv,v)"
1064;105117;Montia arvensis;vårkällört;Art;1597;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Sötvatten (L) - Har betydelse, Våtmark (V) - Har betydelse;LC;
220828;105118;Montia fontana;källört;Art;4804;Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;LC;
220987;105194;Cornus suecica;hönsbär;Art;15749;Fjäll (F) - Stor betydelse, Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse;LC;
221101;105203;Impatiens noli-tangere;springkorn;Art;7552;Skog (S) - Stor betydelse;LC;
221076;105246;Androsace septentrionalis;grusviva;Art;3523;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
221154;105261;Lysimachia europaea;skogsstjärna;Art;60168;Skog (S) - Stor betydelse;LC;
222844;105263;Lysimachia maritima;strandkrypa;Art;10375;Havsstrand (H) - Stor betydelse;LC;
50;105264;Lysimachia minima;knutört;Art;2646;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv,v)
1012;105266;Lysimachia nemorum;skogslysing;Art;742;Skog (S) - Stor betydelse;NT;B2a
221137;105282;Primula farinosa;majviva;Art;13537;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
1295;105285;Primula nutans;strandviva;Art;960;Havsstrand (H) - Stor betydelse;LC;
221141;105296;Primula veris;gullviva;Art;50423;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;LC;
221152;105304;Samolus valerandi;bunge;Art;2026;Havsstrand (H) - Stor betydelse, Brackvatten (B) - Har betydelse;LC;
221078;105334;Arctostaphylos uva-ursi;mjölon;Art;13317;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
221615;105338;Calluna vulgaris;ljung;Art;82492;Jordbrukslandskap (J) - Stor betydelse;LC;
340;105345;Chimaphila umbellata;ryl;Art;10815;Skog (S) - Stor betydelse;EN;A2abc
224096;105350;Empetrum nigrum subsp. hermaphroditum;nordkråkbär;Underart;13010;Fjäll (F) - Stor betydelse, Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
221092;105357;Erica tetralix;klockljung;Art;13342;Jordbrukslandskap (J) - Stor betydelse;LC;
219649;105362;Harrimanella hypnoides;mossljung;Art;1959;Fjäll (F) - Stor betydelse;LC;
220247;105365;Kalmia procumbens;krypljung;Art;2800;Fjäll (F) - Stor betydelse;LC;
221725;105369;Moneses uniflora;ögonpyrola;Art;14590;Skog (S) - Stor betydelse;LC;
220827;105373;Monotropa hypopitys agg.;tallört (aggregat);Artkomplex;16837;Skog (S) - Stor betydelse;LC;
221144;105384;Pyrola chlorantha;grönpyrola;Art;17200;Skog (S) - Stor betydelse;LC;
221145;105386;Pyrola media;klockpyrola;Art;6414;Skog (S) - Stor betydelse;LC;
221150;105402;Rhododendron lapponicum;lapsk alpros;Art;1091;Fjäll (F) - Stor betydelse;LC;
221157;105416;Vaccinium myrtillus;blåbär;Art;124814;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse;LC;
221409;105445;Asperula tinctoria;färgmåra;Art;5733;Jordbrukslandskap (J) - Stor betydelse;LC;
221423;105467;Galium odoratum;myskmadra;Art;10430;Skog (S) - Stor betydelse;LC;
221424;105468;Galium oelandicum;ölandsmåra;Art;802;Jordbrukslandskap (J) - Stor betydelse;LC;
221430;105480;Galium saxatile;stenmåra;Art;7441;Jordbrukslandskap (J) - Stor betydelse;LC;
673;105486;Galium suecicum;backmåra;Art;2008;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;"A2bc; B2ab(ii,iii,v)"
674;105494;Galium triflorum;myskmåra;Art;1815;Skog (S) - Stor betydelse;NT;B2ab(iii,v)
221437;105495;Galium uliginosum;sumpmåra;Art;24538;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;LC;
221411;105522;Centaurium littorale;smalarun;Art;8138;Havsstrand (H) - Stor betydelse;LC;
221412;105525;Centaurium pulchellum;dvärgarun;Art;3952;Havsstrand (H) - Stor betydelse;LC;
221448;105530;Comastoma tenellum;lappgentiana;Art;591;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
221441;105535;Gentiana nivalis;fjällgentiana;Art;2356;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
1885;105536;Gentiana pneumonanthe;klockgentiana;Art;9073;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;A2bc
695;105540;Gentianella amarella;smalgentiana;Art;6014;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
221447;105548;Gentianella campestris subsp. campestris;fältgentiana;Underart;21129;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;A2abc
221449;105552;Gentianella uliginosa;sumpgentiana;Art;3185;Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;LC;
221457;105583;Vincetoxicum hirundinaria;tulkört;Art;10217;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
221518;105645;Cynoglossum officinale;hundtunga;Art;5390;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
1889;105668;Lappula deflexa;stickelfrö;Art;940;Skog (S) - Stor betydelse;NT;B2a
914;105670;Lappula squarrosa;piggfrö;Art;1955;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)
1330;105727;Pulmonaria angustifolia;smalbladig lungört;Art;2541;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,v)
221570;105730;Pulmonaria obscura;mörk lungört;Art;9893;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
221611;105999;Callitriche hermaphroditica;höstlånke;Art;9641;Brackvatten (B) - Stor betydelse, Sötvatten (L) - Stor betydelse;LC;
221612;106003;Callitriche palustris;smålånke;Art;5924;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse, Våtmark (V) - Har betydelse;LC;
221659;106037;Globularia vulgaris;bergsskrabba;Art;3734;Jordbrukslandskap (J) - Stor betydelse;LC;
221949;106046;Hippuris vulgaris;hästsvans;Art;10461;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;LC;
221771;106111;Plantago coronopus;strandkämpar;Art;1946;Havsstrand (H) - Stor betydelse;LC;
221774;106117;Plantago lanceolata;svartkämpar;Art;43820;Jordbrukslandskap (J) - Stor betydelse;LC;
224300;106122;Plantago major subsp. intermedia;åkergroblad;Underart;3982;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NE;
221777;106125;Plantago maritima;gulkämpar;Art;15311;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
221778;106129;Plantago media;rödkämpar;Art;16943;Jordbrukslandskap (J) - Stor betydelse;LC;
1901;106133;Plantago tenuiflora;dvärgkämpar;Art;1025;Jordbrukslandskap (J) - Stor betydelse;NT;B1ab(iv)+2ab(iv)
221782;106134;Plantago uniflora;strandpryl;Art;7430;Sötvatten (L) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;LC;
221878;106142;Veronica alpina;fjällveronika;Art;2506;Fjäll (F) - Stor betydelse;LC;
1653;106155;Veronica catenata;dikesveronika;Art;2295;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
221890;106162;Veronica fruticans;klippveronika;Art;846;Fjäll (F) - Stor betydelse;LC;
1654;106170;Veronica montana;skogsveronika;Art;1321;Skog (S) - Stor betydelse;NT;"A2b; B2ab(ii,iii,v)"
221903;106188;Veronica spicata;axveronika;Art;11600;Jordbrukslandskap (J) - Stor betydelse;NT;A2b
220808;106215;Limosella aquatica;ävjebrodd;Art;3616;Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Brackvatten (B) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
221766;106337;Pinguicula villosa;dvärgtätört;Art;2098;Våtmark (V) - Stor betydelse, Fjäll (F) - Har betydelse;LC;
221767;106338;Pinguicula vulgaris;tätört;Art;22772;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
221852;106345;Utricularia intermedia;dybläddra;Art;13677;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
221853;106346;Utricularia minor;dvärgbläddra;Art;7344;Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;LC;
221856;106350;Utricularia vulgaris;vattenbläddra;Art;7436;Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;LC;
221597;106383;Ajuga pyramidalis;blåsuga;Art;36217;Jordbrukslandskap (J) - Stor betydelse, Fjäll (F) - Har betydelse, Skog (S) - Har betydelse;LC;
221802;106400;Clinopodium acinos;harmynta;Art;10856;Jordbrukslandskap (J) - Stor betydelse;LC;
564;106413;Dracocephalum ruyschiana;drakblomma;Art;1410;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,v)
221646;106419;Galeopsis bifida;toppdån;Art;22648;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
221671;106441;Lamiastrum galeobdolon;gulplister;Art;7190;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
221820;106599;Scutellaria hastifolia;toppfrossört;Art;2418;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
221844;106628;Teucrium scordium;lökgamander;Art;2487;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
1562;106639;Thymus pulegioides;stortimjan;Art;4593;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2b
221849;106642;Thymus serpyllum;backtimjan;Art;27248;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A4abc
220434;106674;Bartsia alpina;svarthö;Art;6032;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
221973;106686;Euphrasia bottnica;strandögontröst;Art;897;Havsstrand (H) - Stor betydelse;LC;
626;106692;Euphrasia micrantha;ljungögontröst;Art;5282;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;"A2b; B2ab(ii,iii,iv,v)"
221637;106693;Euphrasia nemorosa;grå ögontröst;Art;12074;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
629;106697;Euphrasia officinalis subsp. pratensis;stor ögontröst;Underart;1067;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)
221639;106700;Euphrasia salisburgensis;spjutögontröst;Art;1160;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
630;106702;Euphrasia salisburgensis subsp. schoenicola;brun ögontröst;Underart;517;Våtmark (V) - Stor betydelse;NT;B1a+2a
221641;106704;Euphrasia stricta;lila ögontröst;Art;30487;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
224257;106707;Euphrasia stricta var. stricta;uddögontröst;Varietet;1503;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
224259;106709;Euphrasia stricta var. tenuis;späd ögontröst;Varietet;4654;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
221634;106711;Euphrasia wettsteinii;fjällögontröst;Art;6223;Fjäll (F) - Stor betydelse, Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
224239;106712;Euphrasia wettsteinii var. botniensium;klapperögontröst;Varietet;1322;Havsstrand (H) - Stor betydelse;NE;
224241;106714;Euphrasia wettsteinii var. wettsteinii;vanlig fjällögontröst;Varietet;1799;Fjäll (F) - Stor betydelse;NE;
219686;106731;Lathraea squamaria;vätteros;Art;11392;Skog (S) - Stor betydelse;LC;
1897;106734;Melampyrum cristatum;korskovall;Art;7919;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
221705;106736;Melampyrum pratense;ängskovall;Art;60454;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Fjäll (F) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
221734;106742;Odontites litoralis;strandrödtoppa;Art;2737;Havsstrand (H) - Stor betydelse;LC;
221759;106777;Pedicularis palustris;kärrspira;Art;25482;Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
221760;106781;Pedicularis sceptrum-carolinum;kung Karls spira;Art;4774;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
1174;106782;Pedicularis sylvatica;granspira;Art;9637;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;"A2bc; B2ab(ii,iii,v)"
221788;106787;Rhinanthus angustifolius;höskallra;Art;11382;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
221787;106792;Rhinanthus minor;ängsskallra;Art;30332;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220015;106836;Campanula latifolia;hässleklocka;Art;7292;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
220018;106843;Campanula persicifolia;stor blåklocka;Art;36455;Jordbrukslandskap (J) - Stor betydelse;LC;
220023;106853;Campanula rotundifolia;liten blåklocka;Art;60162;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;LC;
223444;106867;Jasione montana;blåmunkar;Art;14012;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;LC;
221539;106876;Lobelia dortmanna;notblomster;Art;9997;Sötvatten (L) - Stor betydelse;LC;
221717;106899;Menyanthes trifoliata;vattenklöver;Art;52315;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
222019;106976;Antennaria alpina subsp. alpina;fjällkattfot;Underart;227;Fjäll (F) - Stor betydelse;LC;
219933;106979;Antennaria dioica;kattfot;Art;37196;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
219935;106983;Antennaria villifera;lappkattfot;Art;494;Fjäll (F) - Stor betydelse;LC;
219955;107023;Arnica montana;slåttergubbe;Art;33788;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2bc+4bc
90;107034;Artemisia campestris subsp. bottnica;bottnisk malört;Underart;789;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
223774;107043;Artemisia maritima subsp. humifusa;baltisk strandmalört;Underart;659;Havsstrand (H) - Stor betydelse;LC;
1862;107049;Artemisia rupestris;stenmalört;Art;2345;Jordbrukslandskap (J) - Stor betydelse;LC;
219995;107080;Bidens cernua;nickskära;Art;4330;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;LC;
220038;107125;Carlina vulgaris;spåtistel;Art;14127;Jordbrukslandskap (J) - Stor betydelse;LC;
220079;107231;Cirsium acaule;jordtistel;Art;10696;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
220083;107239;Cirsium heterophyllum;brudborste;Art;35054;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
220084;107240;Cirsium oleraceum;kåltistel;Art;3751;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220102;107309;Crepis paludosa;kärrfibbla;Art;22100;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
220103;107310;Crepis praemorsa;klasefibbla;Art;10247;Jordbrukslandskap (J) - Stor betydelse;NT;A2bc+4abc
223698;107319;Crepis tectorum subsp. pumila;alvarklofibbla;Underart;789;Jordbrukslandskap (J) - Stor betydelse;LC;
220127;107384;Erigeron borealis;rosenbinka;Art;967;Fjäll (F) - Stor betydelse;LC;
221530;107403;Eupatorium cannabinum;hampflockel;Art;6755;Havsstrand (H) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;LC;
221202;107450;Gnaphalium norvegicum;norsknoppa;Art;3611;Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse;LC;
762;107501;Helichrysum arenarium;hedblomster;Art;6044;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2b
222024;107773;Hieracium umbellatum;flockfibbla;Art;31589;Jordbrukslandskap (J) - Stor betydelse;LC;
220204;108909;Hypochaeris maculata;slåtterfibbla;Art;20898;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;A2b
221184;108938;Lactuca alpina;torta;Art;12807;Fjäll (F) - Stor betydelse, Skog (S) - Stor betydelse;LC;
220563;108941;Lactuca muralis;skogssallat;Art;31868;Skog (S) - Stor betydelse;LC;
220255;108950;Lactuca tatarica;sandsallat;Art;692;Havsstrand (H) - Stor betydelse;NA;
220228;108961;Leontodon hispidus;sommarfibbla;Art;10693;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
220235;108977;Leucanthemum vulgare;prästkrage;Art;67792;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;LC;
221104;109026;Pentanema britannica;luddkrissla;Art;2555;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;LC;
886;109028;Pentanema ensifolium;svärdkrissla;Art;1038;Jordbrukslandskap (J) - Stor betydelse;NT;B1ab(iii,v)+2ab(iii,v)
220263;109038;Petasites frigidus;fjällskråp;Art;3569;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
220266;109042;Petasites spurius;spjutskråp;Art;943;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
223747;109062;Pilosella cymosa subsp. gottlandica;vätfibbla;Underart;1093;Jordbrukslandskap (J) - Stor betydelse;LC;
223750;109065;Pilosella cymosa subsp. praealta;blåfibbla;Underart;712;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220278;109073;Pilosella lactucella;revfibbla;Art;14611;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;LC;
220294;109164;Saussurea alpina;fjällskära;Art;9537;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;LC;
220299;109173;Scorzonera humilis;svinrot;Art;40346;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NT;A2b
220320;109213;Serratula tinctoria;ängsskära;Art;9222;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;A2bc+4abc
220370;109453;Taraxacum sect. Erythrosperma;sandmaskrosor;Sektion (botanik);33240;;;
220373;109562;Taraxacum sect. Obliqua;dvärgmaskrosor;Sektion (botanik);2685;;;
220374;109565;Taraxacum sect. Palustria;strandmaskrosor;Sektion (botanik);12425;;;
1751;109571;Taraxacum crocinum;saffransmaskros;Art;724;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
220393;110022;Tripleurospermum maritimum;bårdbaldersbrå;Art;7888;Havsstrand (H) - Stor betydelse, Fjäll (F) - Har betydelse, Urban miljö (U) - Har betydelse;LC;
220395;110033;Tripolium pannonicum subsp. tripolium;strandaster;Underart;503;Havsstrand (H) - Stor betydelse;NE;
220240;110128;Linnaea borealis;linnea;Art;43162;Skog (S) - Stor betydelse;LC;
221037;110154;Lonicera periclymenum;vildkaprifol;Art;12324;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;LC;
221044;110170;Scabiosa columbaria;fältvädd;Art;4105;Jordbrukslandskap (J) - Stor betydelse;LC;
221046;110173;Succisa pratensis;ängsvädd;Art;58717;Jordbrukslandskap (J) - Stor betydelse;LC;
221050;110185;Valeriana officinalis;läkevänderot;Art;11105;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;LC;
221051;110189;Valeriana sambucifolia;flädervänderot;Art;30153;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;LC;
219677;110230;Hedera helix;murgröna;Art;12994;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;LC;
219568;110240;Hydrocotyle vulgaris;spikblad;Art;7392;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;LC;
223542;110261;Angelica archangelica subsp. archangelica;fjällkvanne;Underart;1855;Fjäll (F) - Stor betydelse;LC;
223543;110262;Angelica archangelica subsp. littoralis;strandkvanne;Underart;4344;Havsstrand (H) - Stor betydelse;LC;
624;110354;Eryngium maritimum;martorn;Art;3698;Havsstrand (H) - Stor betydelse;VU;C1
